,configuration,migration_mechanism,thread_cnt,page_cnt,rpdaa,nt,bandwidth(MBps)
471,dram to pmem,native THP,4,512,False,False,123.77176930429049
472,pmem to dram,native THP,4,512,True,True,5236.083922975443
473,pmem to dram,native THP,4,512,False,True,5194.39629420568
474,pmem to dram,native THP,4,512,True,False,4951.712208173138
475,pmem to dram,native THP,4,512,False,False,4930.153969478803
476,pmem to pmem,native THP,4,512,True,True,308.97544282177614
477,pmem to pmem,native THP,4,512,False,True,281.279947524413
478,pmem to pmem,native THP,4,512,True,False,502.9330798382442
479,pmem to pmem,native THP,4,512,False,False,124.16371036429062
480,dram to dram,split THP,1,1,True,True,875.023231866806
481,dram to dram,split THP,1,1,False,True,710.7120510325366
482,dram to dram,split THP,1,1,True,False,712.5490794899089
483,dram to dram,split THP,1,1,False,False,735.1155818553774
484,dram to pmem,split THP,1,1,True,True,792.6788812669291
485,dram to pmem,split THP,1,1,False,True,705.4609520661153
486,dram to pmem,split THP,1,1,True,False,730.7641322840924
487,dram to pmem,split THP,1,1,False,False,525.342523325208
488,pmem to dram,split THP,1,1,True,True,861.5242742217981
489,pmem to dram,split THP,1,1,False,True,849.8477880119281
490,pmem to dram,split THP,1,1,True,False,920.0623176608999
491,pmem to dram,split THP,1,1,False,False,721.893908882984
492,pmem to pmem,split THP,1,1,True,True,706.7220218468979
493,pmem to pmem,split THP,1,1,False,True,678.3171710700982
494,pmem to pmem,split THP,1,1,True,False,721.1488882552394
495,pmem to pmem,split THP,1,1,False,False,513.8679601887992
496,dram to dram,split THP,1,2,True,True,861.3141647291762
497,dram to dram,split THP,1,2,False,True,718.4679160248952
498,dram to dram,split THP,1,2,True,False,706.2877621166314
499,dram to dram,split THP,1,2,False,False,818.5559093945375
500,dram to pmem,split THP,1,2,True,True,741.0945722270585
501,dram to pmem,split THP,1,2,False,True,737.5216771449443
502,dram to pmem,split THP,1,2,True,False,711.5786150986593
503,dram to pmem,split THP,1,2,False,False,685.9087153584804
504,pmem to dram,split THP,1,2,True,True,848.7873099846373
505,pmem to dram,split THP,1,2,False,True,872.5139732022166
506,pmem to dram,split THP,1,2,True,False,890.5525994651518
507,pmem to dram,split THP,1,2,False,False,811.9924463590685
508,pmem to pmem,split THP,1,2,True,True,675.6556570942137
509,pmem to pmem,split THP,1,2,False,True,714.3929242524182
510,pmem to pmem,split THP,1,2,True,False,695.7620680191609
511,pmem to pmem,split THP,1,2,False,False,663.9621937271042
512,dram to dram,split THP,1,4,True,True,986.4625767665178
513,dram to dram,split THP,1,4,False,True,919.470392409735
514,dram to dram,split THP,1,4,True,False,724.5799510394082
515,dram to dram,split THP,1,4,False,False,950.8719412499968
516,dram to pmem,split THP,1,4,True,True,659.1828321368505
517,dram to pmem,split THP,1,4,False,True,718.812784365707
518,dram to pmem,split THP,1,4,True,False,730.0506363121347
519,dram to pmem,split THP,1,4,False,False,671.2818862671937
520,pmem to dram,split THP,1,4,True,True,979.5396692505944
521,pmem to dram,split THP,1,4,False,True,928.7132049342439
522,pmem to dram,split THP,1,4,True,False,849.5831870545782
523,pmem to dram,split THP,1,4,False,False,854.1562206030126
524,pmem to pmem,split THP,1,4,True,True,626.8198735622829
525,pmem to pmem,split THP,1,4,False,True,694.8507994649302
526,pmem to pmem,split THP,1,4,True,False,710.5775652613978
527,pmem to pmem,split THP,1,4,False,False,618.6211173463481
528,dram to dram,split THP,1,8,True,True,1069.8570660261219
529,dram to dram,split THP,1,8,False,True,1021.3939126148482
530,dram to dram,split THP,1,8,True,False,856.0088838313982
531,dram to dram,split THP,1,8,False,False,1089.2723206127114
532,dram to pmem,split THP,1,8,True,True,559.5272274691499
533,dram to pmem,split THP,1,8,False,True,633.7135966095942
534,dram to pmem,split THP,1,8,True,False,835.8986889953038
535,dram to pmem,split THP,1,8,False,False,605.5224617346136
536,pmem to dram,split THP,1,8,True,True,759.4522591079852
537,pmem to dram,split THP,1,8,False,True,774.5653872463375
538,pmem to dram,split THP,1,8,True,False,751.5880774230419
539,pmem to dram,split THP,1,8,False,False,708.0383756091542
540,pmem to pmem,split THP,1,8,True,True,524.8987183318351
541,pmem to pmem,split THP,1,8,False,True,590.8985390055781
542,pmem to pmem,split THP,1,8,True,False,799.4139017038269
543,pmem to pmem,split THP,1,8,False,False,546.219615407315
544,dram to dram,split THP,1,16,True,True,1223.7323274600326
545,dram to dram,split THP,1,16,False,True,1121.1736681404566
546,dram to dram,split THP,1,16,True,False,1010.5773020737773
547,dram to dram,split THP,1,16,False,False,1223.2195198924544
548,dram to pmem,split THP,1,16,True,True,538.2535738422542
549,dram to pmem,split THP,1,16,False,True,595.0725685418531
550,dram to pmem,split THP,1,16,True,False,794.4732665828482
551,dram to pmem,split THP,1,16,False,False,534.1779452302478
552,pmem to dram,split THP,1,16,True,True,731.4944276628954
553,pmem to dram,split THP,1,16,False,True,731.3544664148659
554,pmem to dram,split THP,1,16,True,False,716.1308862574012
555,pmem to dram,split THP,1,16,False,False,713.258497865389
556,pmem to pmem,split THP,1,16,True,True,505.52312768625114
557,pmem to pmem,split THP,1,16,False,True,517.4291999766161
558,pmem to pmem,split THP,1,16,True,False,737.26253747085
559,pmem to pmem,split THP,1,16,False,False,489.58667501738336
560,dram to dram,split THP,1,32,True,True,1248.3532611280345
561,dram to dram,split THP,1,32,False,True,1182.8825422180391
562,dram to dram,split THP,1,32,True,False,1103.3420088081102
563,dram to dram,split THP,1,32,False,False,1245.3343015288638
564,dram to pmem,split THP,1,32,True,True,474.9331725985334
565,dram to pmem,split THP,1,32,False,True,467.4778849360452
566,dram to pmem,split THP,1,32,True,False,656.2060585454742
567,dram to pmem,split THP,1,32,False,False,466.20167313574177
568,pmem to dram,split THP,1,32,True,True,958.2377930327104
569,pmem to dram,split THP,1,32,False,True,955.7423922420239
570,pmem to dram,split THP,1,32,True,False,884.7273844029922
571,pmem to dram,split THP,1,32,False,False,952.2124589531338
572,pmem to pmem,split THP,1,32,True,True,454.9503771832923
573,pmem to pmem,split THP,1,32,False,True,449.329403316768
574,pmem to pmem,split THP,1,32,True,False,633.0401101434401
575,pmem to pmem,split THP,1,32,False,False,455.468064631761
576,dram to dram,split THP,1,64,True,True,1539.9281905017253
577,dram to dram,split THP,1,64,False,True,1228.663462266282
578,dram to dram,split THP,1,64,True,False,1270.2809660038179
579,dram to dram,split THP,1,64,False,False,1273.8267071299579
580,dram to pmem,split THP,1,64,True,True,439.36599958578216
581,dram to pmem,split THP,1,64,False,True,436.1144221470756
582,dram to pmem,split THP,1,64,True,False,604.6149339650622
583,dram to pmem,split THP,1,64,False,False,438.6201307850641
584,pmem to dram,split THP,1,64,True,True,1104.5337354425214
585,pmem to dram,split THP,1,64,False,True,1098.5932909432986
586,pmem to dram,split THP,1,64,True,False,986.6775011256371
587,pmem to dram,split THP,1,64,False,False,1097.2850245257348
588,pmem to pmem,split THP,1,64,True,True,428.23294894713376
589,pmem to pmem,split THP,1,64,False,True,427.48372857161917
590,pmem to pmem,split THP,1,64,True,False,591.4737646530012
591,pmem to pmem,split THP,1,64,False,False,429.2055683979636
592,dram to dram,split THP,1,128,True,True,1620.3909306041076
593,dram to dram,split THP,1,128,False,True,1444.5657426987555
594,dram to dram,split THP,1,128,True,False,1394.235078456135
595,dram to dram,split THP,1,128,False,False,1611.624088540331
596,dram to pmem,split THP,1,128,True,True,418.8508807500116
597,dram to pmem,split THP,1,128,False,True,417.37219400922595
598,dram to pmem,split THP,1,128,True,False,587.788753216841
599,dram to pmem,split THP,1,128,False,False,421.9541121105492
600,pmem to dram,split THP,1,128,True,True,1202.7592123227641
601,pmem to dram,split THP,1,128,False,True,1197.53832300861
602,pmem to dram,split THP,1,128,True,False,1137.2173944476106
603,pmem to dram,split THP,1,128,False,False,1198.58715191058
604,pmem to pmem,split THP,1,128,True,True,414.3530402776071
605,pmem to pmem,split THP,1,128,False,True,412.97188877736426
606,pmem to pmem,split THP,1,128,True,False,586.2561869882575
607,pmem to pmem,split THP,1,128,False,False,412.8381374793494
608,dram to dram,split THP,1,256,True,True,1621.7768074444998
609,dram to dram,split THP,1,256,False,True,1605.5666692302007
610,dram to dram,split THP,1,256,True,False,1494.9033247800903
611,dram to dram,split THP,1,256,False,False,1624.149681588976
612,dram to pmem,split THP,1,256,True,True,410.65624419493383
613,dram to pmem,split THP,1,256,False,True,411.3104684751365
614,dram to pmem,split THP,1,256,True,False,584.367259004193
615,dram to pmem,split THP,1,256,False,False,412.6318035276568
616,pmem to dram,split THP,1,256,True,True,1263.205630612778
617,pmem to dram,split THP,1,256,False,True,1261.624731012983
618,pmem to dram,split THP,1,256,True,False,1251.3849048634845
619,pmem to dram,split THP,1,256,False,False,1259.3591996877758
620,pmem to pmem,split THP,1,256,True,True,406.8148682150106
621,pmem to pmem,split THP,1,256,False,True,408.16784925493715
622,pmem to pmem,split THP,1,256,True,False,585.2961840068592
623,pmem to pmem,split THP,1,256,False,False,405.94229810174096
624,dram to dram,split THP,1,512,True,True,1649.3891377315442
625,dram to dram,split THP,1,512,False,True,1644.3084269088063
626,dram to dram,split THP,1,512,True,False,1548.3040631938804
627,dram to dram,split THP,1,512,False,False,1642.478896350857
628,dram to pmem,split THP,1,512,True,True,406.14039004126744
629,dram to pmem,split THP,1,512,False,True,405.36767707777517
630,dram to pmem,split THP,1,512,True,False,588.6162815512091
631,dram to pmem,split THP,1,512,False,False,404.87468046153487
632,pmem to dram,split THP,1,512,True,True,1296.9131881961735
633,pmem to dram,split THP,1,512,False,True,1297.5952327247303
634,pmem to dram,split THP,1,512,True,False,1300.5060995942106
635,pmem to dram,split THP,1,512,False,False,1296.2922609958757
636,pmem to pmem,split THP,1,512,True,True,402.02473930592714
637,pmem to pmem,split THP,1,512,False,True,401.63576431832865
638,pmem to pmem,split THP,1,512,True,False,588.4191383898011
639,pmem to pmem,split THP,1,512,False,False,403.20472143203085
640,dram to dram,split THP,2,1,True,True,296.96394162853005
641,dram to dram,split THP,2,1,False,True,285.0336091679578
642,dram to dram,split THP,2,1,True,False,261.92991902619906
643,dram to dram,split THP,2,1,False,False,317.72753135748326
644,dram to pmem,split THP,2,1,True,True,235.74708486942205
645,dram to pmem,split THP,2,1,False,True,226.95859594334206
646,dram to pmem,split THP,2,1,True,False,268.65490640560074
647,dram to pmem,split THP,2,1,False,False,327.5140205477056
648,pmem to dram,split THP,2,1,True,True,310.47903375447333
649,pmem to dram,split THP,2,1,False,True,308.7027058965242
650,pmem to dram,split THP,2,1,True,False,334.8570220789986
651,pmem to dram,split THP,2,1,False,False,327.8124042378014
652,pmem to pmem,split THP,2,1,True,True,238.45298001723492
653,pmem to pmem,split THP,2,1,False,True,232.26911573080446
654,pmem to pmem,split THP,2,1,True,False,288.4752992880747
655,pmem to pmem,split THP,2,1,False,False,331.6275517496504
656,dram to dram,split THP,2,2,True,True,334.65368714572094
657,dram to dram,split THP,2,2,False,True,336.7432119345431
658,dram to dram,split THP,2,2,True,False,286.2636542932399
659,dram to dram,split THP,2,2,False,False,342.15465048047065
660,dram to pmem,split THP,2,2,True,True,253.77496928402937
661,dram to pmem,split THP,2,2,False,True,250.14359180207907
662,dram to pmem,split THP,2,2,True,False,309.1654573144528
663,dram to pmem,split THP,2,2,False,False,287.6955090572804
664,pmem to dram,split THP,2,2,True,True,362.95617716116044
665,pmem to dram,split THP,2,2,False,True,338.0521240541766
666,pmem to dram,split THP,2,2,True,False,313.7313415931789
667,pmem to dram,split THP,2,2,False,False,356.6677184203237
668,pmem to pmem,split THP,2,2,True,True,250.48332636446972
669,pmem to pmem,split THP,2,2,False,True,248.19863942718038
670,pmem to pmem,split THP,2,2,True,False,294.7679094017861
671,pmem to pmem,split THP,2,2,False,False,298.0268610119696
672,dram to dram,split THP,2,4,True,True,389.5287770080874
673,dram to dram,split THP,2,4,False,True,383.8836580688372
674,dram to dram,split THP,2,4,True,False,370.2687487409127
675,dram to dram,split THP,2,4,False,False,430.85334328460937
676,dram to pmem,split THP,2,4,True,True,292.241856174734
677,dram to pmem,split THP,2,4,False,True,282.21017271015637
678,dram to pmem,split THP,2,4,True,False,349.55122560043964
679,dram to pmem,split THP,2,4,False,False,318.10822818106794
680,pmem to dram,split THP,2,4,True,True,420.66475210920254
681,pmem to dram,split THP,2,4,False,True,426.64286568333307
682,pmem to dram,split THP,2,4,True,False,405.1163234300048
683,pmem to dram,split THP,2,4,False,False,472.34940393933505
684,pmem to pmem,split THP,2,4,True,True,289.8784223807477
685,pmem to pmem,split THP,2,4,False,True,267.24986645190114
686,pmem to pmem,split THP,2,4,True,False,350.20284668162276
687,pmem to pmem,split THP,2,4,False,False,319.0794430436414
688,dram to dram,split THP,2,8,True,True,432.52494601142524
689,dram to dram,split THP,2,8,False,True,436.2748964632416
690,dram to dram,split THP,2,8,True,False,424.52621229668614
691,dram to dram,split THP,2,8,False,False,454.51804917308056
692,dram to pmem,split THP,2,8,True,True,315.6956165466333
693,dram to pmem,split THP,2,8,False,True,296.8929235185719
694,dram to pmem,split THP,2,8,True,False,411.75253314533256
695,dram to pmem,split THP,2,8,False,False,331.1289924538227
696,pmem to dram,split THP,2,8,True,True,480.3763816202689
697,pmem to dram,split THP,2,8,False,True,516.1423687108818
698,pmem to dram,split THP,2,8,True,False,422.829543806351
699,pmem to dram,split THP,2,8,False,False,482.2400280779434
700,pmem to pmem,split THP,2,8,True,True,313.3043783953995
701,pmem to pmem,split THP,2,8,False,True,292.3422952910351
702,pmem to pmem,split THP,2,8,True,False,409.2882713836226
703,pmem to pmem,split THP,2,8,False,False,330.1852086015839
704,dram to dram,split THP,2,16,True,True,427.11758324164657
705,dram to dram,split THP,2,16,False,True,426.61532834687375
706,dram to dram,split THP,2,16,True,False,458.69302463567993
707,dram to dram,split THP,2,16,False,False,466.88654591278396
708,dram to pmem,split THP,2,16,True,True,338.3289999626379
709,dram to pmem,split THP,2,16,False,True,323.9556323891028
710,dram to pmem,split THP,2,16,True,False,443.26776553484524
711,dram to pmem,split THP,2,16,False,False,323.1648085545215
712,pmem to dram,split THP,2,16,True,True,508.9577000547626
713,pmem to dram,split THP,2,16,False,True,503.339964239646
714,pmem to dram,split THP,2,16,True,False,478.48541757075486
715,pmem to dram,split THP,2,16,False,False,488.8731314214784
716,pmem to pmem,split THP,2,16,True,True,344.50195538556284
717,pmem to pmem,split THP,2,16,False,True,319.73910184558883
718,pmem to pmem,split THP,2,16,True,False,443.6571083570985
719,pmem to pmem,split THP,2,16,False,False,328.5497415016836
720,dram to dram,split THP,2,32,True,True,543.6297099392161
721,dram to dram,split THP,2,32,False,True,468.92982153528936
722,dram to dram,split THP,2,32,True,False,501.83201461236973
723,dram to dram,split THP,2,32,False,False,455.0157191081151
724,dram to pmem,split THP,2,32,True,True,385.1389810601359
725,dram to pmem,split THP,2,32,False,True,367.49513268774666
726,dram to pmem,split THP,2,32,True,False,458.62845626614705
727,dram to pmem,split THP,2,32,False,False,338.6303737701112
728,pmem to dram,split THP,2,32,True,True,601.2573862731895
729,pmem to dram,split THP,2,32,False,True,632.0289557271755
730,pmem to dram,split THP,2,32,True,False,558.4750537081969
731,pmem to dram,split THP,2,32,False,False,601.3312191605053
732,pmem to pmem,split THP,2,32,True,True,374.1505156616653
733,pmem to pmem,split THP,2,32,False,True,357.74744913407864
734,pmem to pmem,split THP,2,32,True,False,496.3926625551052
735,pmem to pmem,split THP,2,32,False,False,370.9335896648267
736,dram to dram,split THP,2,64,True,True,564.0832292007047
737,dram to dram,split THP,2,64,False,True,566.0816882871219
738,dram to dram,split THP,2,64,True,False,586.4320430741959
739,dram to dram,split THP,2,64,False,False,636.05859549083
740,dram to pmem,split THP,2,64,True,True,422.5153831711335
741,dram to pmem,split THP,2,64,False,True,408.96880369926134
742,dram to pmem,split THP,2,64,True,False,503.44645480184573
743,dram to pmem,split THP,2,64,False,False,369.1580246542371
744,pmem to dram,split THP,2,64,True,True,577.134000671214
745,pmem to dram,split THP,2,64,False,True,596.1960867540799
746,pmem to dram,split THP,2,64,True,False,604.5726474330695
747,pmem to dram,split THP,2,64,False,False,607.9756631901843
748,pmem to pmem,split THP,2,64,True,True,371.8712191537204
749,pmem to pmem,split THP,2,64,False,True,364.8007874370917
750,pmem to pmem,split THP,2,64,True,False,513.737911239231
751,pmem to pmem,split THP,2,64,False,False,361.7404881097459
752,dram to dram,split THP,2,128,True,True,612.2452507420817
753,dram to dram,split THP,2,128,False,True,586.9017250136636
754,dram to dram,split THP,2,128,True,False,648.734224473284
755,dram to dram,split THP,2,128,False,False,640.2886360343823
756,dram to pmem,split THP,2,128,True,True,430.5178850724406
757,dram to pmem,split THP,2,128,False,True,421.38406678105224
758,dram to pmem,split THP,2,128,True,False,523.1243786444596
759,dram to pmem,split THP,2,128,False,False,369.25206516903273
760,pmem to dram,split THP,2,128,True,True,568.3096500128511
761,pmem to dram,split THP,2,128,False,True,567.9217917811137
762,pmem to dram,split THP,2,128,True,False,640.831169241051
763,pmem to dram,split THP,2,128,False,False,616.1684322866388
764,pmem to pmem,split THP,2,128,True,True,374.0100229356504
765,pmem to pmem,split THP,2,128,False,True,371.76934562529226
766,pmem to pmem,split THP,2,128,True,False,521.6846343080765
767,pmem to pmem,split THP,2,128,False,False,350.7463432516622
768,dram to dram,split THP,2,256,True,True,597.4479377484155
769,dram to dram,split THP,2,256,False,True,573.4320142481458
770,dram to dram,split THP,2,256,True,False,678.3255833557887
771,dram to dram,split THP,2,256,False,False,651.5924322557274
772,dram to pmem,split THP,2,256,True,True,429.1478199779907
773,dram to pmem,split THP,2,256,False,True,427.46584255704994
774,dram to pmem,split THP,2,256,True,False,528.5061258501963
775,dram to pmem,split THP,2,256,False,False,365.7788416040075
776,pmem to dram,split THP,2,256,True,True,563.9706333406339
777,pmem to dram,split THP,2,256,False,True,571.0243534856024
778,pmem to dram,split THP,2,256,True,False,651.6810191184504
779,pmem to dram,split THP,2,256,False,False,621.9911646636131
780,pmem to pmem,split THP,2,256,True,True,377.156491353387
781,pmem to pmem,split THP,2,256,False,True,375.242972463097
782,pmem to pmem,split THP,2,256,True,False,523.1253064146456
783,pmem to pmem,split THP,2,256,False,False,354.0315655130176
784,dram to dram,split THP,2,512,True,True,575.8990618762767
785,dram to dram,split THP,2,512,False,True,585.2429495389516
786,dram to dram,split THP,2,512,True,False,691.392125820801
787,dram to dram,split THP,2,512,False,False,634.5900868283984
788,dram to pmem,split THP,2,512,True,True,428.50039816227707
789,dram to pmem,split THP,2,512,False,True,436.8419871757158
790,dram to pmem,split THP,2,512,True,False,526.4277007081946
791,dram to pmem,split THP,2,512,False,False,361.06978003793455
792,pmem to dram,split THP,2,512,True,True,563.8104228857875
793,pmem to dram,split THP,2,512,False,True,568.9737687118019
794,pmem to dram,split THP,2,512,True,False,646.7951993178639
795,pmem to dram,split THP,2,512,False,False,618.8646328398648
796,pmem to pmem,split THP,2,512,True,True,377.5114652622783
797,pmem to pmem,split THP,2,512,False,True,377.33534988055766
798,pmem to pmem,split THP,2,512,True,False,525.1929756965843
799,pmem to pmem,split THP,2,512,False,False,348.7145391587479
800,dram to dram,split THP,4,1,True,True,276.03708790147107
801,dram to dram,split THP,4,1,False,True,271.3558403103442
802,dram to dram,split THP,4,1,True,False,213.609469427401
803,dram to dram,split THP,4,1,False,False,282.2371641712903
804,dram to pmem,split THP,4,1,True,True,202.78861519568505
805,dram to pmem,split THP,4,1,False,True,209.40877390513714
806,dram to pmem,split THP,4,1,True,False,212.0101727569133
807,dram to pmem,split THP,4,1,False,False,254.9247055664263
808,pmem to dram,split THP,4,1,True,True,288.8245297979979
809,pmem to dram,split THP,4,1,False,True,288.65868679348984
810,pmem to dram,split THP,4,1,True,False,279.0413856882687
811,pmem to dram,split THP,4,1,False,False,298.9927323537554
812,pmem to pmem,split THP,4,1,True,True,208.4874837666433
813,pmem to pmem,split THP,4,1,False,True,211.45758836384417
814,pmem to pmem,split THP,4,1,True,False,218.1427396948061
815,pmem to pmem,split THP,4,1,False,False,258.35765038598373
816,dram to dram,split THP,4,2,True,True,294.6569342463475
817,dram to dram,split THP,4,2,False,True,296.7164511869763
818,dram to dram,split THP,4,2,True,False,246.40458139052558
819,dram to dram,split THP,4,2,False,False,299.6820149060336
820,dram to pmem,split THP,4,2,True,True,227.43827649275534
821,dram to pmem,split THP,4,2,False,True,227.28902492894662
822,dram to pmem,split THP,4,2,True,False,239.48571496448525
823,dram to pmem,split THP,4,2,False,False,271.1191700380674
824,pmem to dram,split THP,4,2,True,True,296.4358143612807
825,pmem to dram,split THP,4,2,False,True,297.4061499576828
826,pmem to dram,split THP,4,2,True,False,237.68386109351093
827,pmem to dram,split THP,4,2,False,False,311.95655218880256
828,pmem to pmem,split THP,4,2,True,True,227.25216095216112
829,pmem to pmem,split THP,4,2,False,True,229.64164788274536
830,pmem to pmem,split THP,4,2,True,False,247.3767825831804
831,pmem to pmem,split THP,4,2,False,False,274.46234884329215
832,dram to dram,split THP,4,4,True,True,324.54707326086276
833,dram to dram,split THP,4,4,False,True,323.3114568138621
834,dram to dram,split THP,4,4,True,False,287.39389776536876
835,dram to dram,split THP,4,4,False,False,321.3939498392428
836,dram to pmem,split THP,4,4,True,True,254.4704267161783
837,dram to pmem,split THP,4,4,False,True,256.66247665173535
838,dram to pmem,split THP,4,4,True,False,284.19756391532167
839,dram to pmem,split THP,4,4,False,False,299.89929981310877
840,pmem to dram,split THP,4,4,True,True,342.9340257262762
841,pmem to dram,split THP,4,4,False,True,329.77670530729023
842,pmem to dram,split THP,4,4,True,False,327.40050603513316
843,pmem to dram,split THP,4,4,False,False,351.72644264887117
844,pmem to pmem,split THP,4,4,True,True,252.81235255312066
845,pmem to pmem,split THP,4,4,False,True,255.71142004772673
846,pmem to pmem,split THP,4,4,True,False,295.6911676072455
847,pmem to pmem,split THP,4,4,False,False,298.71680743783344
848,dram to dram,split THP,4,8,True,True,333.85237501181575
849,dram to dram,split THP,4,8,False,True,332.66388330676585
850,dram to dram,split THP,4,8,True,False,314.17165583692093
851,dram to dram,split THP,4,8,False,False,335.5355214658829
852,dram to pmem,split THP,4,8,True,True,273.6208462748013
853,dram to pmem,split THP,4,8,False,True,274.63985720265407
854,dram to pmem,split THP,4,8,True,False,319.63976853797584
855,dram to pmem,split THP,4,8,False,False,300.54473884187456
856,pmem to dram,split THP,4,8,True,True,351.31831935850533
857,pmem to dram,split THP,4,8,False,True,355.65857008449956
858,pmem to dram,split THP,4,8,True,False,350.1227598232225
859,pmem to dram,split THP,4,8,False,False,347.3234736477041
860,pmem to pmem,split THP,4,8,True,True,269.55048033407036
861,pmem to pmem,split THP,4,8,False,True,271.97720194621036
862,pmem to pmem,split THP,4,8,True,False,331.17835577232285
863,pmem to pmem,split THP,4,8,False,False,300.9569184798409
864,dram to dram,split THP,4,16,True,True,349.0726664264261
865,dram to dram,split THP,4,16,False,True,336.2233855733484
866,dram to dram,split THP,4,16,True,False,345.6734819967245
867,dram to dram,split THP,4,16,False,False,339.7919962445509
868,dram to pmem,split THP,4,16,True,True,303.1220726637072
869,dram to pmem,split THP,4,16,False,True,288.80841037961034
870,dram to pmem,split THP,4,16,True,False,342.3836128697592
871,dram to pmem,split THP,4,16,False,False,305.3166849513514
872,pmem to dram,split THP,4,16,True,True,370.0308927228869
873,pmem to dram,split THP,4,16,False,True,366.75449955565745
874,pmem to dram,split THP,4,16,True,False,386.32437592943
875,pmem to dram,split THP,4,16,False,False,376.98102231353505
876,pmem to pmem,split THP,4,16,True,True,320.9794971818461
877,pmem to pmem,split THP,4,16,False,True,301.8606946023621
878,pmem to pmem,split THP,4,16,True,False,367.84708074510576
879,pmem to pmem,split THP,4,16,False,False,308.51373262496935
880,dram to dram,split THP,4,32,True,True,396.32282714173937
881,dram to dram,split THP,4,32,False,True,366.39964231700515
882,dram to dram,split THP,4,32,True,False,389.15350428614096
883,dram to dram,split THP,4,32,False,False,370.7124895138036
884,dram to pmem,split THP,4,32,True,True,333.6062458303455
885,dram to pmem,split THP,4,32,False,True,333.8239119132167
886,dram to pmem,split THP,4,32,True,False,374.68163111536114
887,dram to pmem,split THP,4,32,False,False,355.5541582277137
888,pmem to dram,split THP,4,32,True,True,453.4789789153277
889,pmem to dram,split THP,4,32,False,True,481.0091940863966
890,pmem to dram,split THP,4,32,True,False,455.1095874446665
891,pmem to dram,split THP,4,32,False,False,413.9333215767646
892,pmem to pmem,split THP,4,32,True,True,345.7412469439418
893,pmem to pmem,split THP,4,32,False,True,342.6056193088047
894,pmem to pmem,split THP,4,32,True,False,406.5359072547885
895,pmem to pmem,split THP,4,32,False,False,347.882971494366
896,dram to dram,split THP,4,64,True,True,438.20163647825296
897,dram to dram,split THP,4,64,False,True,421.1909323925914
898,dram to dram,split THP,4,64,True,False,459.09281419240335
899,dram to dram,split THP,4,64,False,False,430.80285049941375
900,dram to pmem,split THP,4,64,True,True,346.529158265568
901,dram to pmem,split THP,4,64,False,True,341.6984298137074
902,dram to pmem,split THP,4,64,True,False,413.9586673770913
903,dram to pmem,split THP,4,64,False,False,353.14372127293086
904,pmem to dram,split THP,4,64,True,True,461.01068077468835
905,pmem to dram,split THP,4,64,False,True,456.57568089514746
906,pmem to dram,split THP,4,64,True,False,504.70267879629233
907,pmem to dram,split THP,4,64,False,False,457.6908736373288
908,pmem to pmem,split THP,4,64,True,True,344.75090439258895
909,pmem to pmem,split THP,4,64,False,True,343.65922409397916
910,pmem to pmem,split THP,4,64,True,False,437.4240649337324
911,pmem to pmem,split THP,4,64,False,False,352.9709010325914
912,dram to dram,split THP,4,128,True,True,445.101183048935
913,dram to dram,split THP,4,128,False,True,454.60457009037594
914,dram to dram,split THP,4,128,True,False,492.6585189866798
915,dram to dram,split THP,4,128,False,False,477.14150281184806
916,dram to pmem,split THP,4,128,True,True,350.25787225508117
917,dram to pmem,split THP,4,128,False,True,348.9298927273545
918,dram to pmem,split THP,4,128,True,False,436.3250430665004
919,dram to pmem,split THP,4,128,False,False,363.9406817359142
920,pmem to dram,split THP,4,128,True,True,465.14177837192443
921,pmem to dram,split THP,4,128,False,True,444.7747588901051
922,pmem to dram,split THP,4,128,True,False,526.4620456954439
923,pmem to dram,split THP,4,128,False,False,461.5292946902071
924,pmem to pmem,split THP,4,128,True,True,343.58270443082733
925,pmem to pmem,split THP,4,128,False,True,346.76322215622844
926,pmem to pmem,split THP,4,128,True,False,451.00748119441334
927,pmem to pmem,split THP,4,128,False,False,355.846531066316
928,dram to dram,split THP,4,256,True,True,470.7561336710254
929,dram to dram,split THP,4,256,False,True,466.46544239111176
930,dram to dram,split THP,4,256,True,False,518.6601574038922
931,dram to dram,split THP,4,256,False,False,476.99489525242967
932,dram to pmem,split THP,4,256,True,True,349.6171955628599
933,dram to pmem,split THP,4,256,False,True,348.87466379279124
934,dram to pmem,split THP,4,256,True,False,450.0875834131429
935,dram to pmem,split THP,4,256,False,False,365.9265432876277
936,pmem to dram,split THP,4,256,True,True,438.24266726202063
937,pmem to dram,split THP,4,256,False,True,456.6324963700075
938,pmem to dram,split THP,4,256,True,False,542.7925132129113
939,pmem to dram,split THP,4,256,False,False,454.4633282934185
940,pmem to pmem,split THP,4,256,True,True,344.4588739761801
941,pmem to pmem,split THP,4,256,False,True,347.75505519878703
942,pmem to pmem,split THP,4,256,True,False,457.3408493883784
943,pmem to pmem,split THP,4,256,False,False,356.0490346713872
944,dram to dram,split THP,4,512,True,True,482.50965918510934
945,dram to dram,split THP,4,512,False,True,489.94629002359756
946,dram to dram,split THP,4,512,True,False,527.2524560091596
947,dram to dram,split THP,4,512,False,False,492.09707726642466
948,dram to pmem,split THP,4,512,True,True,350.6519209668887
949,dram to pmem,split THP,4,512,False,True,348.7732556046357
950,dram to pmem,split THP,4,512,True,False,456.21162229714975
951,dram to pmem,split THP,4,512,False,False,366.8540593505095
